"CUZD1"	"ADEX"
"PAQR8"	"not unique"
"CTRC"	"ADEX"
"CEL"	"ADEX"
"CELA3B"	"ADEX"
"CPA1"	"ADEX"
"CPA2"	"ADEX"
"CLDN18"	"not unique"
"CLPS"	"ADEX"
"MZB1"	"Immunogenic"
"PNLIPRP1"	"ADEX"
"SERPINI2"	"ADEX"
"KIAA1211"	"not unique"
"PIP5K1B"	"not unique"
"CRYL1"	"not unique"
"RBPJL"	"ADEX"
"PKDCC"	"not unique"
"REG1P"	"ADEX"
"AQP8"	"ADEX"
"IQGAP2"	"not unique"
"KCNE3"	"not unique"
"CTSE"	"not unique"
"IGKV1-12"	"Immunogenic"
"CTRB1"	"ADEX"
"IGKC"	"Immunogenic"
"AC096579.7"	"Immunogenic"
"AC021218.2"	"not unique"
"FAM134B"	"not unique"
"IGHG1"	"Immunogenic"
"C9orf152"	"not unique"
"ATP2A3"	"not unique"
"SOWAHA"	"not unique"
"SHH"	"not unique"
"LYZ"	"not unique"
"C2orf72"	"not unique"
"PRSS1"	"ADEX"
"IGLV2-14"	"Immunogenic"
"GSDMC"	"Squamous"
"CYSTM1"	"not unique"
"RP11-331F4.4"	"ADEX"
"CSDA"	"Squamous"
"CELA3A"	"ADEX"
"DERL3"	"Immunogenic"
"TM4SF5"	"not unique"
"IGKV1D-39"	"Immunogenic"
"CTRB2"	"ADEX"
"FMO5"	"not unique"
"REPS2"	"not unique"
"REG3G"	"ADEX"
"BTNL8"	"not unique"
"PTPRN2"	"not unique"
"ADD3"	"Pancreatic progenitor"
"SELENBP1"	"not unique"
"PLA2G1B"	"ADEX"
"TFF1"	"not unique"
"CYP2C18"	"not unique"
"PIM2"	"Immunogenic"
"ANXA4"	"not unique"
"ABP1"	"not unique"
"IGHV1-18"	"Immunogenic"
"IGKV3-11"	"Immunogenic"
"TM9SF3"	"Immunogenic"
"SMPD3"	"not unique"
"IGLC3"	"Immunogenic"
"SSTR1"	"not unique"
"MARCH3"	"not unique"
"GATA6"	"Immunogenic"
"PLA2G10"	"not unique"
"IGKV3-15"	"Immunogenic"
"IGHV4-34"	"Immunogenic"
"CTRL"	"ADEX"
"FAM177B"	"not unique"
"SEL1L3"	"Immunogenic"
"IGHG3"	"Immunogenic"
"LINC00675"	"not unique"
"IGKV4-1"	"Immunogenic"
"IHH"	"not unique"
"TSPAN3"	"not unique"
"MIR205HG"	"Squamous"
"REG4"	"not unique"
"IGJ"	"Immunogenic"
"ALDH2"	"not unique"
"APLP1"	"ADEX"
"IGHV5-51"	"Immunogenic"
"DENND2C"	"Squamous"
"SH3BGRL2"	"Immunogenic"
"IGHV3-53"	"Immunogenic"
"FCRL5"	"Immunogenic"
"LRRC66"	"not unique"
"CADPS2"	"Immunogenic"
"IGLV2-23"	"Immunogenic"
"ZFPM1"	"not unique"
"CAPN9"	"not unique"
"IGHA1"	"Immunogenic"
"SYCN"	"ADEX"
"ANKS4B"	"not unique"
"EXOC6"	"Pancreatic progenitor"
"CD79A"	"Immunogenic"
"IGKV2-28"	"Immunogenic"
"IGLV3-19"	"Immunogenic"
"IGLV1-40"	"Immunogenic"
"IGLL5"	"Immunogenic"
"PRR15L"	"not unique"
"IGKV1-6"	"Immunogenic"
"IGHV1-58"	"Immunogenic"
"IGLV3-1"	"Immunogenic"
"DDC"	"not unique"
"GP2"	"ADEX"
"PDX1"	"not unique"
"LAX1"	"Immunogenic"
"IGHV2-70"	"Immunogenic"
"RALGPS1"	"not unique"
"IGHV4-59"	"Immunogenic"
"TNFRSF17"	"Immunogenic"
"NR1I2"	"not unique"
"HNF4G"	"not unique"
"PLS1"	"not unique"
"FAM46C"	"Immunogenic"
"HNF4A"	"not unique"
"IGHV3-48"	"Immunogenic"
"IGHV3-74"	"Immunogenic"
"RP11-627G18.3"	"not unique"
"PARD3B"	"Pancreatic progenitor"
"IGLV4-69"	"Immunogenic"
"TSPAN8"	"not unique"
"TMEM98"	"Immunogenic"
"IGHG2"	"Immunogenic"
"IGKV3-20"	"Immunogenic"
"IGHV3-49"	"Immunogenic"
"MUC17"	"not unique"
"CENPV"	"not unique"
"FAM83E"	"not unique"
"IGHV1-46"	"Immunogenic"
"IGLV3-25"	"Immunogenic"
"IGHV3-7"	"Immunogenic"
"AHCYL2"	"not unique"
"PRR15"	"not unique"
"CPB1"	"ADEX"
"MAP7D1"	"Squamous"
"SLC30A2"	"ADEX"
"C16orf74"	"Squamous"
"CELA2B"	"ADEX"
"RP11-528A4.2"	"not unique"
"IGKV1-16"	"Immunogenic"
"IGKV1-33"	"Immunogenic"
"CTB-55O6.8"	"not unique"
"EPS8L3"	"not unique"
"CMBL"	"not unique"
"DDAH1"	"not unique"
"ATP7B"	"not unique"
"SYTL2"	"not unique"
"CHN2"	"not unique"
"IVL"	"Squamous"
"LGALS4"	"not unique"
"RP5-1033H22.2"	"not unique"
"IGHV3-23"	"Immunogenic"
"IGKV1-5"	"Immunogenic"
"CAPN5"	"not unique"
"DOK4"	"not unique"
"LRRC31"	"not unique"
"IGKV1-8"	"Pancreatic progenitor"
"ERP27"	"ADEX"
"SERP2"	"not unique"
"ARRB1"	"Pancreatic progenitor"
"IGLV3-21"	"Immunogenic"
"IGHV1-69"	"Immunogenic"
"GMDS"	"Immunogenic"
"IGHV3-13"	"Immunogenic"
"TOX3"	"not unique"
"IGLV1-36"	"Immunogenic"
"IGHV3-43"	"Immunogenic"
"KALRN"	"not unique"
"RFX8"	"Squamous"
"MARCKSL1"	"not unique"
"IGHV3-11"	"Immunogenic"
"POF1B"	"not unique"
"MYO7B"	"not unique"
"C11orf75"	"Pancreatic progenitor"
"CALML4"	"not unique"
"NPDC1"	"not unique"
"FRZB"	"Immunogenic"
"TNC"	"Squamous"
"GJB1"	"not unique"
"FAM118B"	"Pancreatic progenitor"
"FAM211A"	"not unique"
"IGLV1-47"	"Immunogenic"
"PLLP"	"not unique"
"PPFIBP2"	"Pancreatic progenitor"
"TXNDC5"	"Immunogenic"
"IGHA2"	"Immunogenic"
"RNASE4"	"not unique"
"IGLV1-44"	"Immunogenic"
"SEMA4G"	"not unique"
"IGKV6-21"	"Immunogenic"
"AC124789.1"	"Squamous"
"IGHV3-33"	"Immunogenic"
"IGHV4-4"	"Immunogenic"
"POU2AF1"	"Immunogenic"
"CAV1"	"Squamous"
"AKR7A3"	"not unique"
"PGPEP1"	"ADEX"
"FEZF1-AS1"	"not unique"
"RNASE4"	"not unique"
"IGHV3-72"	"Immunogenic"
"IGHV3-15"	"Immunogenic"
"GPR160"	"Immunogenic"
"SLC12A2"	"not unique"
"PRSS3P1"	"ADEX"
"SLC4A4"	"not unique"
"SLC44A4"	"not unique"
"AMY2B"	"ADEX"
"RAB11FIP4"	"ADEX"
"IGHV3-21"	"Immunogenic"
"SLC16A12"	"ADEX"
"IGHGP"	"Immunogenic"
"AC007879.7"	"Pancreatic progenitor"
"IGLV1-51"	"Immunogenic"
"AGR2"	"not unique"
"RAB20"	"Pancreatic progenitor"
"REG1B"	"ADEX"
"MUC13"	"not unique"
"IGLV2-11"	"Immunogenic"
"XBP1"	"Immunogenic"
"MECOM"	"Immunogenic"
"AP001187.9"	"not unique"
"C1orf115"	"not unique"
"NR3C2"	"not unique"
"AC068491.1"	"Squamous"
"C5orf30"	"not unique"
"PRSS3"	"ADEX"
"IGLV6-57"	"Immunogenic"
"EGFR"	"Squamous"
"RHOU"	"Pancreatic progenitor"
"SHROOM3"	"not unique"
"IGKV1-27"	"Immunogenic"
"IGKV2-30"	"Immunogenic"
"BACE2"	"Immunogenic"
"RNF128"	"not unique"
"IGHV4-61"	"Immunogenic"
"CCRL2"	"Pancreatic progenitor"
"CAPN8"	"not unique"
"FOXA3"	"not unique"
"ARHGAP23"	"Squamous"
"TRIM2"	"Immunogenic"
"AMY2A"	"ADEX"
"ERN2"	"not unique"
"IL7"	"Immunogenic"
"RP11-731F5.2"	"Immunogenic"
"DOPEY2"	"Pancreatic progenitor"
"VSIG2"	"not unique"
"PRSS3P2"	"ADEX"
"SLC9A2"	"not unique"
"C19orf77"	"not unique"
"MRAP2"	"not unique"
"IYD"	"not unique"
"IGHV2-5"	"Immunogenic"
"IGLC1"	"Immunogenic"
"CELA2A"	"ADEX"
"RAB19"	"not unique"
"MARC2"	"Pancreatic progenitor"
"FJX1"	"Squamous"
"DPCR1"	"not unique"
"S100A2"	"Squamous"
"ANXA13"	"not unique"
"C2orf88"	"not unique"
"MUC3A"	"not unique"
"KCNH8"	"not unique"
"CLRN3"	"not unique"
"CCL15"	"not unique"
"PTPRJ"	"Pancreatic progenitor"
"IGLV1-41"	"Immunogenic"
"CDH26"	"Squamous"
"HMGA2"	"Squamous"
"RP11-175O19.4"	"Pancreatic progenitor"
"PNLIPRP2"	"ADEX"
"KIAA1609"	"Squamous"
"HOGA1"	"ADEX"
"CRB3"	"not unique"
"CYP2C19"	"not unique"
"ANG"	"not unique"
"PDE11A"	"not unique"
"BCAS1"	"not unique"
"GPD1L"	"not unique"
"RP11-325F22.5"	"not unique"
"IGLV2-18"	"Immunogenic"
"MS4A8B"	"not unique"
"ARHGEF38"	"not unique"
"EREG"	"Squamous"
"MYO1A"	"not unique"
"BRSK2"	"ADEX"
"IGHV2-26"	"Immunogenic"
"KIAA1244"	"Immunogenic"
"ASPHD2"	"not unique"
"AKR7L"	"not unique"
"SEMG1"	"not unique"
"TMTC4"	"Pancreatic progenitor"
"PLEKHA6"	"not unique"
"RP11-528G1.2"	"not unique"
"DEGS2"	"not unique"
"SYT13"	"not unique"
"RHCG"	"Squamous"
"NOSTRIN"	"not unique"
"CTSS"	"Immunogenic"
"PTCH1"	"Pancreatic progenitor"
"IGKV2-24"	"Immunogenic"
"TMEM38A"	"not unique"
"TJP3"	"not unique"
"PIK3C2B"	"not unique"
"BLNK"	"Immunogenic"
"RP11-867G23.8"	"not unique"
"PRKAA1"	"Pancreatic progenitor"
"FUT2"	"not unique"
"PIWIL4"	"not unique"
"CCT8P1"	"not unique"
"LDLRAD3"	"Squamous"
"MBNL3"	"Pancreatic progenitor"
"TGFBI"	"Squamous"
"KRT5"	"Squamous"
"MNX1"	"not unique"
"REG1A"	"ADEX"
"PLCE1"	"not unique"
"HRAS"	"Squamous"
"ADK"	"Squamous"
"ANXA1"	"Squamous"
"BHLHA15"	"not unique"
"FNIP2"	"Pancreatic progenitor"
"ANXA10"	"not unique"
"IGHV1-24"	"Immunogenic"
"CA8"	"Immunogenic"
"IGHM"	"Immunogenic"
"ST6GALNAC1"	"not unique"
"TMPRSS2"	"not unique"
"IGKV6D-21"	"Immunogenic"
"IGHV3-20"	"Immunogenic"
"ACSS2"	"Pancreatic progenitor"
"TPD52L2"	"Squamous"
"PHGR1"	"not unique"
"HS3ST5"	"not unique"
"SLC37A1"	"not unique"
"SLC5A1"	"not unique"
"EDEM3"	"Immunogenic"
"FGFR4"	"not unique"
"CDCA4"	"Squamous"
"EDN3"	"not unique"
"FXYD2"	"not unique"
"BCL2L14"	"Immunogenic"
"FUT4"	"Immunogenic"
"FOSL1"	"Squamous"
"ALDH18A1"	"Pancreatic progenitor"
"OCLN"	"not unique"
"IGLV7-43"	"Immunogenic"
"ERGIC2"	"Pancreatic progenitor"
"ATP8A1"	"Immunogenic"
"AC112721.2"	"Pancreatic progenitor"
"KLK1"	"ADEX"
"FAM3D"	"not unique"
"CD27"	"Immunogenic"
"ASRGL1"	"not unique"
"LPIN1"	"Pancreatic progenitor"
"IGHV3-30"	"Immunogenic"
"C4orf19"	"not unique"
"ATP8B1"	"Pancreatic progenitor"
"IGKV1D-16"	"Immunogenic"
"RP11-1220K2.2"	"not unique"
"KBTBD11"	"not unique"
"HID1"	"not unique"
"ITGA5"	"Squamous"
"CA13"	"not unique"
"MAPK11"	"Squamous"
"C8orf47"	"not unique"
"FEZF1"	"not unique"
"GPX2"	"not unique"
"IGHV6-1"	"Immunogenic"
"IGKV3D-15"	"Immunogenic"
"C20orf118"	"not unique"
"PGC"	"Immunogenic"
"UNC5CL"	"not unique"
"IGHG4"	"Immunogenic"
"DMBT1"	"not unique"
"CADPS"	"not unique"
"NR0B2"	"not unique"
"KLC3"	"Squamous"
"KRT14"	"Squamous"
"KIAA1467"	"Squamous"
"A1CF"	"not unique"
"ARL6IP1"	"Pancreatic progenitor"
"LGR4"	"Pancreatic progenitor"
"PHYHIPL"	"ADEX"
"NUDT12"	"Pancreatic progenitor"
"TUBB6"	"Squamous"
"ABHD2"	"not unique"
"CTAGE3P"	"not unique"
"SNAI2"	"Squamous"
"TPD52"	"not unique"
"TMEM40"	"Squamous"
"MEI1"	"Immunogenic"
"SORT1"	"Pancreatic progenitor"
"BCAR3"	"Squamous"
"DISP1"	"Pancreatic progenitor"
"CPA4"	"not unique"
"BNIP2"	"Squamous"
"CDHR5"	"not unique"
"MAD1L1"	"Squamous"
"LINC00261"	"not unique"
"FSCN1"	"Squamous"
"ACY3"	"not unique"
"RND3"	"Squamous"
"IGHV4-39"	"Immunogenic"
"ADAM17"	"Squamous"
"REG3A"	"ADEX"
"C11orf24"	"Pancreatic progenitor"
"BTBD11"	"Squamous"
"TMEM194B"	"Squamous"
"IGLV3-10"	"Immunogenic"
"STXBP6"	"not unique"
"PLXNA2"	"not unique"
"PLCH1"	"not unique"
"IGLV2-8"	"Immunogenic"
"WDR17"	"ADEX"
"DAG1"	"Immunogenic"
"TRIM10"	"not unique"
"PARM1"	"not unique"
"AIG1"	"Squamous"
"GDA"	"not unique"
"BCL2L15"	"not unique"
"ITLN1"	"Immunogenic"
"RGS20"	"Squamous"
"PNLIP"	"ADEX"
"FRAT1"	"Pancreatic progenitor"
"CAPN6"	"not unique"
"NIN"	"Squamous"
"SLC45A3"	"not unique"
"NQO1"	"not unique"
"ARSE"	"not unique"
"FRY"	"Pancreatic progenitor"
"CAMSAP3"	"not unique"
"HSD17B2"	"not unique"
"RBM47"	"Pancreatic progenitor"
"SLC40A1"	"Immunogenic"
"MT2A"	"Squamous"
"DNAJC22"	"not unique"
"KRT6A"	"Squamous"
"NPC1L1"	"not unique"
"DRAP1"	"Squamous"
"ZNF238"	"Pancreatic progenitor"
"RUNDC3A"	"ADEX"
"IGLV5-45"	"Immunogenic"
"MCU"	"not unique"
"IGKV1-9"	"Immunogenic"
"RP11-728F11.1"	"not unique"
"ERBB3"	"not unique"
"RIMS2"	"ADEX"
"KIF12"	"not unique"
"FAM86C1"	"Pancreatic progenitor"
"SULT1B1"	"not unique"
"PLCB4"	"Immunogenic"
"MT1L"	"Squamous"
"AEBP2"	"Pancreatic progenitor"
"AQP11"	"Pancreatic progenitor"
"LINC00483"	"not unique"
"GALNT4"	"Immunogenic"
"AC106876.2"	"not unique"
"PBLD"	"not unique"
"FER1L6"	"not unique"
"IRF4"	"Immunogenic"
"SH3RF1"	"Pancreatic progenitor"
"HHLA2"	"not unique"
"TRIM15"	"not unique"
"EPB41L4B"	"not unique"
"HNF1A"	"not unique"
"GPR35"	"not unique"
"ICK"	"Pancreatic progenitor"
"HNF1B"	"not unique"
"SV2B"	"ADEX"
"L1CAM"	"not unique"
"IGHV4-28"	"Immunogenic"
"RP13-25N22.1"	"not unique"
"CACNA1D"	"not unique"
"PDXDC1"	"Pancreatic progenitor"
"ARHGAP26"	"not unique"
"IGHV4-31"	"Immunogenic"
"MTMR12"	"Pancreatic progenitor"
"USH1C"	"not unique"
"PTHLH"	"Squamous"
"CLDN23"	"not unique"
"ENAM"	"not unique"
"ACRBP"	"Immunogenic"
"SERAC1"	"Pancreatic progenitor"
"RP11-294O2.2"	"not unique"
"LCOR"	"Pancreatic progenitor"
"MMP15"	"not unique"
"B3GNT1"	"Pancreatic progenitor"
"PDZD3"	"not unique"
"C6orf222"	"not unique"
"ALDH1A1"	"Immunogenic"
"TMEM2"	"Pancreatic progenitor"
"ACSS1"	"Immunogenic"
"TMEM144"	"Pancreatic progenitor"
"SLC35B3"	"Immunogenic"
"ALAD"	"Pancreatic progenitor"
"PRR11"	"Squamous"
"CXADR"	"Pancreatic progenitor"
"GLP2R"	"not unique"
"MTMR8"	"Pancreatic progenitor"
"MAPK12"	"Squamous"
"FAM149A"	"ADEX"
"IGKV1-17"	"Immunogenic"
"TMEM63A"	"Pancreatic progenitor"
"AC027612.6"	"Squamous"
"GAL3ST1"	"not unique"
"CCL15-CCL14"	"not unique"
"HDHD3"	"not unique"
"RP11-363E7.4"	"not unique"
"BICD2"	"Squamous"
"REPIN1"	"Pancreatic progenitor"
"KIAA1324"	"not unique"
"LINC00152"	"Squamous"
"GJB6"	"Squamous"
"CREB3L1"	"Immunogenic"
"MGST2"	"Pancreatic progenitor"
"MAPKBP1"	"Squamous"
"SLC13A2"	"not unique"
"GSTA1"	"not unique"
"TRNP1"	"not unique"
"FKBP11"	"Immunogenic"
"SLC39A13"	"Pancreatic progenitor"
"GSTM4"	"Pancreatic progenitor"
"NIPAL4"	"Squamous"
"IGKV3D-20"	"Immunogenic"
"RP11-465B22.3"	"Squamous"
"RP11-65J3.1"	"Squamous"
"FZD6"	"Squamous"
"CHDH"	"Immunogenic"
"SLC38A3"	"ADEX"
"CD38"	"Immunogenic"
"ACVR2A"	"Pancreatic progenitor"
"ATP8B3"	"Squamous"
"GIPR"	"not unique"
"RPS6KL1"	"not unique"
"AC156455.1"	"not unique"
"JSRP1"	"Immunogenic"
"CSNK1E"	"Squamous"
"FBP1"	"not unique"
"TNFRSF11A"	"not unique"
"CD44"	"Squamous"
"TNFSF13"	"Pancreatic progenitor"
"SLC1A1"	"not unique"
"CEBPB"	"Squamous"
"PHLDB2"	"Squamous"
"FRAT2"	"Immunogenic"
"PLA1A"	"Immunogenic"
"ATP10B"	"not unique"
"COL5A3"	"Squamous"
"SPHK1"	"Squamous"
"IGHV1-2"	"Immunogenic"
"SCAMP2"	"Pancreatic progenitor"
"IFITM10"	"Squamous"
"PDIA2"	"ADEX"
"VILL"	"not unique"
"GFPT1"	"Pancreatic progenitor"
"A2ML1"	"Squamous"
"PCNXL4"	"Pancreatic progenitor"
"IGLV3-27"	"Pancreatic progenitor"
"MAP3K4"	"Pancreatic progenitor"
"NR5A2"	"ADEX"
"TBXAS1"	"Immunogenic"
"SLC6A20"	"not unique"
"RP11-295K3.1"	"Squamous"
"MPC2"	"Pancreatic progenitor"
"AC008040.1"	"Immunogenic"
"RDX"	"Squamous"
"LNX2"	"Pancreatic progenitor"
"F11"	"ADEX"
"FAM174B"	"not unique"
"PTPLA"	"Squamous"
"PLEKHG5"	"Squamous"
"C1QTNF6"	"Squamous"
"CMSS1"	"Pancreatic progenitor"
"AP000439.3"	"not unique"
"AC013275.2"	"not unique"
"O3FAR1"	"not unique"
"FZD5"	"not unique"
"PSMC1P2"	"not unique"
"NDRG4"	"ADEX"
"ZNF792"	"Pancreatic progenitor"
"PLAC8"	"not unique"
"TRIP13"	"Squamous"
"SPTBN1"	"Pancreatic progenitor"
"EPHA10"	"not unique"
"C11orf92"	"not unique"
"GJA1"	"Squamous"
"RAVER2"	"Immunogenic"
"PAPL"	"Squamous"
"DKK4"	"not unique"
"UHRF2"	"Pancreatic progenitor"
"MAGI1"	"Pancreatic progenitor"
"IGHV3-64"	"Immunogenic"
"RP11-244F12.3"	"not unique"
"CCDC19"	"Squamous"
"MAN1C1"	"ADEX"
"PYGL"	"Squamous"
"BTNL9"	"not unique"
"JARID2"	"Squamous"
"VIL1"	"not unique"
"TMEM50B"	"Pancreatic progenitor"
"PCGF5"	"Pancreatic progenitor"
"PCDH20"	"not unique"
"NPHS1"	"ADEX"
"SLC6A19"	"not unique"
"SOX12"	"Squamous"
"SLC20A1"	"Squamous"
"SLAIN1"	"not unique"
"SLC9A3"	"not unique"
